7723.51	21523393150
7715.40	28737137110
7704.82	6013808720
7701.22	37420692580
7698.89	17583460400
7697.73	3656701090
7692.81	23855703160
7692.33	11375268840
7688.17	25141531330
7686.25	29634971020
7683.17	10150782010
7681.04	14789705650
7680.36	28354407910
7678.40	32019327850
7675.66	12506100840
7675.30	27188858710
7675.12	40515336490
7674.51	10533512970
7674.42	33329945790
7670.26	34502710830
7669.39	19478121340
7669.00	4646061140
7667.42	36656937090
7667.18	22727500280
7664.34	40803696410
7660.27	8552530620
7653.27	8298084890
7645.87	4357701380
7639.06	28098954000
7633.40	28932901280
7619.30	10992539800
7617.43	23567346440
7594.90	13685516140
7592.54	28812153800
7587.27	26245741660
7583.14	30773497700
7579.20	32896309920
7546.00	111351600
7540.07	24508619930
7533.91	18584713390
7531.27	18624005720
7526.81	16090761610
7526.73	14904165100
7524.71	239921110
7524.64	42359036740
7524.09	42157824050
7523.84	19616231970
7519.61	19434373460
7516.62	25024473820
7515.20	33958923350
7506.25	5631080160
7504.83	1774171960
7500.50	4986913770
7499.28	9181671490
7496.07	16354527390
7491.16	6055262840
7488.12	37818386430
7487.69	39244419560
7483.94	2530289440
7482.15	13038850830
7481.28	39666306160
7476.91	17994721510
7476.75	20455269020
7476.69	12494080310
7475.30	824336830
7473.52	3315835660
7473.26	3735761780
7470.87	21084562850
7470.62	7481521550
7469.45	20874206180
7466.99	22736953510
7466.40	15955523780
7466.03	3022806650
7465.92	42740279610
7465.53	8596930090
7459.76	40070855310
7457.53	4067605890
7449.77	21595854800
7400.17	14543129610
7399.68	27808990510
7395.27	5476906520
7384.46	24800666220
7384.18	17780887240
7383.96	19658181220
7382.39	1061298080
7382.23	15801677660
7380.03	17365418030
7378.34	26058865690
7374.84	23951005990
7366.05	38221230560
7365.67	7747241840
7363.60	11282656950
7362.57	12836508710
7362.43	24646492340
7359.55	21726063030
7357.37	41144323780
7357.22	32317953280
7355.71	29581555730
7354.59	528280550
7353.73	33693069880
7352.85	20692982930
7350.48	2487146950
7350.34	22993686270
7349.57	31052505490
7348.87	9521651380
7348.63	6344147470
7348.12	39532779160
7347.14	5359159130
7344.54	31187853580
7344.27	35863303410
7342.47	25646416060
7340.76	37286180220
7338.89	8394260450
7337.74	10280721100
7337.66	3522516330
7336.95	14282222540
7336.01	6735392750
7335.72	18849134210
7334.37	21162563700
7333.24	35570937460
7333.22	36027961450
7331.83	13477844890
7330.93	38561890910
7330.73	31275817930
7329.60	16229972040
7327.82	11565933710
7326.61	40387545020
7320.53	31486699420
7319.77	16364157360
7318.81	36863968260
7316.53	18782140230
7315.77	20533566330
7314.72	2943592860
7313.70	30646840610
7310.16	26450445450
7310.07	1241358680
7309.93	10781141230
7309.50	2370873560
7308.58	41785581410
7308.27	31007465940
7305.25	41516568980
7301.02	2241932560
7298.05	16983801360
7297.78	35138804370
7297.75	5900143870
7296.82	16602215480
7296.57	1369428310
7294.97	35240550090
7294.70	13652989490
7294.11	12708442960
7293.75	9820497060
7293.26	40941653340
7293.15	23781102430
7288.36	27973648630
7288.04	7602244600
7286.75	36150768380
7284.39	18212467390
7283.41	5426153350
7282.00	7448399040
7281.76	13123118600
7281.24	12004531990
7279.14	26275628610
7278.98	37694813800
7278.89	32199715490
7278.62	9723994220
7275.81	34941704570
7275.09	12963703360
7272.12	42018396570
7270.23	23226501510
7266.19	37848986960
7264.64	34172303280
7261.85	1901087950
7260.42	17158947800
7258.45	36367695500
7258.27	31904978660
7257.50	11705689510
7256.55	34705054710
7255.55	3181650900
7245.81	35150358540
7244.79	22854258230
7244.07	27087112910
7243.89	38644760440
7243.63	7326013160
7241.93	17231232710
7241.37	25275715130
7240.81	30507086170
7239.73	40899543860
7239.29	15326280490
7238.32	30176788740
7237.42	27385957790
7237.20	31816984050
7236.33	36987337260
7236.20	22152584560
7235.47	34448534560
7233.50	29366256680
7233.01	1528844190
7232.63	12409597920
7229.56	38953136510
7227.47	13951835490
7222.16	42027099060
7220.95	10440136260
7220.39	27519123160
7220.18	26647874130
7219.85	11235513040
7214.44	28602624030
7208.77	8309557300
7208.16	23995131200
7206.08	4448633740
7204.34	10735855810
7201.74	33190191430
7199.59	40601025970
7196.92	36408720890
7170.62	22584672690
7160.80	11410169280
7158.38	20563240660
7136.80	4780571260
7136.15	27344466760
7133.42	23152012880
7132.50	33459101480
7128.76	8039070230
7125.80	7118122110
7123.69	38850247950
7122.21	9309967300
7120.82	37931601030
7118.03	28315880960
7113.81	3560615420
7112.55	34322322630
7111.86	13914071460
7110.11	19137494290
7109.58	33735610830
7108.71	26687944340
7106.63	40108508920
7104.81	30210706220
7102.98	14943551770
7097.54	20063677530
7093.59	15533213010
7091.72	32700682800
7089.68	5859635560
7081.05	29067414360
7077.42	17487965470
7074.70	1666200240
7074.03	32746187990
7073.13	9567673650
7070.08	28945052590
7069.69	14664953820
7069.15	41100735810
7068.80	8095414450
7066.67	37576902890
7064.48	24862388840
7064.03	4574361850
7061.18	1271782470
7060.47	25934776300
7059.70	29794059860
7052.54	42570376130
6996.40	22524830400
6977.59	20161323210
6975.91	3945058290
6968.83	21811752430
6950.17	13421582430
6943.02	26109593140
6940.36	19317554170
6939.75	9321426570
6937.23	33031103150
6936.19	21033622780
6935.50	16942876150
6935.01	14489809220
6933.39	32859771080
6929.65	4789486370
6929.39	40245672870
6922.44	27716222240
6921.22	38696074790
6921.01	5724998710
6917.03	39069602000
6914.19	7271967670
6913.68	19850367020
6911.82	24987357450
6910.83	33991915080
6909.74	36274208530
6904.14	59860510
6901.00	8169802220
6897.14	17871819520
6896.39	15656680340
6894.41	30805929450
6893.53	24274249380
6893.32	869112360
6890.33	6230408000
6870.56	42498464220
6862.00	35953668580
6397.28	983425910
6379.63	7864253150
6377.92	38106745710
6371.75	4202118730
6359.19	15631270710
6354.18	42786821580
6352.08	19904589170
6346.98	18409895030
6344.40	19823406750
6340.15	33666387690
6339.58	348220750
6335.30	41646153130
6331.62	10852784480
6331.45	18069247160
6327.25	38195466050
6326.07	39820152200
6323.75	20030427380
6320.42	33279041680
6317.95	26620851280
6317.50	23706774000
6316.79	30481616200
6315.93	7772583730
6314.84	20274880900
6310.04	6613139440
6309.75	4160274460
6308.53	13978543040
6308.41	9022584250
6307.61	39357962080
6307.50	2082515880
6305.69	28432290020
6301.84	22014422790
6300.99	2809407620
6299.53	10353124050
6297.68	14068244540
6297.11	28219895630
6295.67	5161732210
6294.46	26534099020
6294.13	21321979820
6289.15	3810873050
6286.89	39873426710
6285.03	40312666850
6284.33	18022511450
6282.85	33355309580
6275.48	10810390610
6264.01	39414753730
6262.22	3731000790
6255.19	23752199010
6255.06	16988504850
6253.02	3760287800
6250.17	22130216340
6249.57	31789909120
6248.68	10304095200
6247.96	20398153390
6247.02	28340031020
6246.68	42005349670
6246.63	39082119260
6245.97	27124672940
6245.92	13128882970
6245.01	20087648230
6243.86	22101830410
6243.44	40364562800
6243.10	18471540620
6240.11	4039155390
6237.29	42387094070
6237.18	37020883790
6236.60	15354666120
6236.33	42211031360
6233.71	283952740
6233.19	34564274820
6227.47	9126088400
6226.09	30032159350
6223.49	29500400970
6223.20	41651822840
6222.11	4932395720
6220.86	765811980
6219.46	12274142930
6218.78	25245117720
6208.00	9416015910
6205.06	22285827810
6203.48	13100415140
6202.16	1112694190
6198.11	17988720100
6197.05	41252335030
6195.27	7656339110
6191.81	6589783100
6191.12	2650097810
6190.07	29993573520
6189.90	37150139320
6187.26	24338229440
6186.37	6171384730
6183.63	37393126430
6181.25	15590078800
6180.61	37643241270
6180.31	3932861100
6179.64	405033980
6178.67	39125921930
6177.03	20743628300
6176.43	39380962380
6175.39	20122096200
6175.34	19775320810
6175.25	16171440490
6174.65	13531342260
6173.40	4439849490
6173.01	32501860340
6172.91	12250778990
6171.77	39954663360
6170.35	18414374100
6169.46	16445787750
6169.25	26399587780
6167.04	31217591640
6166.11	2931546370
6165.40	25488060880
6164.13	21276420570
6162.71	22107853720
6161.86	22308840670
6161.34	35857574960
6161.31	33076370520
6160.97	24299969190
6160.35	20922252630
6159.66	642683320
6159.23	24395405410
6158.33	12646388930
6156.79	3206513710
6155.68	31457967120
6155.32	18201135760
6154.11	12236320020
6151.75	18972264920
6150.24	10022839100
6150.05	10141292820
6149.28	36629308350
6147.54	25764364070
6147.27	28382686810
6146.98	15113962560
6145.61	24244713480
6144.13	7982269620
6143.97	14164251830
6143.93	13342419180
6143.84	15377827620
6140.93	33793748860
6139.20	33721151860
6138.88	15555714030
6138.79	18903041820
6137.75	15686608280
6137.71	21841818450
6137.16	37988824260
6136.59	40527300900
6136.00	30531873510
6135.56	39935073260
6135.15	20427358480
6134.95	25221574420
6132.94	28074614940
6132.31	9045732870
6132.29	29959290670
6131.69	26913691610
6130.95	38378150570
6129.41	35413279550
6128.72	13391857250
6128.28	31765552300
6127.81	15143167710
6127.59	20320739330
6126.95	31664667750
6126.22	2024379130
6124.79	41622617750
6123.58	13776690090
6123.48	41313899340
6123.42	376648050
6122.75	34856699650
6122.33	6919156410
6121.50	3363515620
6121.29	23543821220
6120.45	35398902660
6120.24	1954559360
6118.81	13885029640
6118.40	25458773870
6116.88	16914292170
6114.47	16730623010
6114.24	26822691770
6114.01	1924945650
6113.94	17077060670
6112.16	16864770900
6111.81	16736400000
6111.75	12202528650
6108.22	21380212510
6107.44	22359712410
6107.35	37121850100
6106.13	6555909810
6103.36	36579132960
6100.77	11015719060
6099.89	10579563740
6099.66	16786701480
6099.57	2815137350
6099.28	9788261270
6098.31	6852350560
6098.07	40485890070
