619047.05	1075185416
540095.87	3376465080
513792.48	1230079176
507993.80	79521488
484683.40	2381030752
438023.73	234546448
414583.10	3221702520
341525.19	2225874592
321148.75	3942921252
297776.73	1649604500
262770.53	653891148
227756.93	2558221502
213125.63	2947503612
189739.12	288202510
178059.35	1434910422
160574.30	3704634726
96307.87	976153682
78828.91	3010998242
64213.61	2122681738
29188.61	4157820474
