28228.82	2122681738	5600
28228.80	4157820474	5600
365883.88	1649604500	350
365880.88	1434910422	350
365871.46	2947503612	350
365868.16	976153682	350
365844.74	3010998242	350
365834.86	3942921252	350
365830.33	2225874592	350
362612.94	3704634726	350
362604.09	288202510	350
362597.66	653891148	350
362585.22	2558221502	350
362445.04	3221702520	350
362439.56	1230079176	350
362438.41	234546448	350
362427.00	2381030752	350
362285.21	79521488	350
362257.67	1075185416	350
362255.50	3376465080	350
